Start_Time,End_Time,Duration,Area,x_RRmax,y_RRmax,BDL_RRmax,LKS_RRmax,RRmax,RRmean,V3_RRmax,V3_MIN,V3_AVG,V3_MAX,V4_RRmax,V4_MIN,V4_AVG,V4_MAX
200102160150,200102160550,4,41,758,714,Brandenburg,Frankfurt (Oder),58.2,41.3,6,6,7.0,8,8,8,8.8,10
200102152350,200102160850,9,40,765,692,Brandenburg,Oder-Spree,91.3,60.1,8,7,7.3,8,9,8,8.8,10
200105032150,200105032250,1,17,647,745,Brandenburg,Havelland,31.9,26.1,3,3,3.8,4,7,7,7.2,8
200105032150,200105040050,3,14,654,793,Brandenburg,Oberhavel,35.0,30.1,6,6,6.2,7,11,10,10.7,12
200105151350,200105151450,1,49,728,751,Brandenburg,Märkisch-Oderland,35.2,27.6,3,2,2.9,3,7,7,7.7,9
200105151350,200105151550,2,14,718,840,Brandenburg,Uckermark,35.8,31.5,2,1,1.4,2,5,3,4.2,5
200105151550,200105151650,1,26,704,752,Brandenburg,Barnim,42.0,27.9,4,3,3.8,4,10,9,10.0,11
200105151450,200105151650,2,50,714,831,Brandenburg,Uckermark,66.2,42.6,1,1,1.7,2,4,4,4.8,6
200105151350,200105151650,3,12,694,748,Brandenburg,Barnim,43.4,36.2,3,3,3.8,4,9,9,9.3,10
200105151550,200105151750,2,25,717,640,Brandenburg,Elbe-Elster,43.7,32.7,1,1,1.2,2,4,4,4.1,5
200105311150,200105311250,1,15,656,674,Brandenburg,Teltow-Fläming,31.0,25.9,2,1,1.8,2,5,4,4.5,5
200105311050,200105311250,2,13,637,670,Brandenburg,Potsdam-Mittelmark,29.2,27.6,1,1,1.0,1,4,3,3.8,4
200105311350,200105311650,3,27,671,784,Brandenburg,Oberhavel,40.6,31.1,4,3,3.6,4,7,5,6.9,8
200105311250,200105311650,4,47,785,640,Brandenburg,Spree-Neiße,45.0,38.2,2,1,2.0,3,5,3,4.5,6
200105311550,200105311750,2,35,721,792,Brandenburg,Uckermark,46.4,35.9,4,3,4.3,5,8,7,8.1,9
200105311450,200105311750,3,10,695,822,Brandenburg,Uckermark,37.1,34.8,6,6,6.8,8,10,9,10.8,13
200105311450,200105311750,3,18,691,831,Brandenburg,Uckermark,38.5,34.8,6,6,6.7,7,11,10,11.1,12
200105311350,200105311750,4,33,668,800,Brandenburg,Oberhavel,46.2,35.6,2,2,2.4,3,5,4,5.0,6
200105311450,200105311850,4,18,706,837,Brandenburg,Uckermark,40.8,38.6,5,5,5.4,6,11,10,10.6,11
200106170850,200106171050,2,22,654,706,Brandenburg,Potsdam-Mittelmark,41.7,31.9,5,5,5.5,6,13,12,13.4,15
200106171050,200106171150,1,15,681,810,Brandenburg,Uckermark,44.6,29.8,13,12,12.8,13,26,24,25.9,27
200106171150,200106171250,1,13,628,706,Brandenburg,Potsdam-Mittelmark,31.8,27.4,6,6,6.4,9,15,13,15.2,20
200106171150,200106171250,1,11,631,738,Brandenburg,Havelland,34.8,28.4,5,4,6.2,8,11,10,12.6,15
200106171150,200106171250,1,25,731,804,Brandenburg,Uckermark,51.5,32.5,14,12,13.9,17,28,25,27.4,31
200106171150,200106171250,1,11,597,818,Brandenburg,Prignitz,31.4,27.4,16,16,17.5,19,30,30,31.3,33
200106171050,200106171250,2,16,684,807,Brandenburg,Uckermark,42.8,33.2,12,12,12.1,13,24,24,24.6,26
200106171350,200106171450,1,11,763,680,Brandenburg,Spree-Neiße,31.4,27.6,5,5,5.3,6,12,11,12.3,13
200106171250,200106171450,2,48,724,753,Brandenburg,Märkisch-Oderland,76.4,47.7,12,11,12.6,16,22,19,21.9,26
200106171250,200106171450,2,18,708,835,Brandenburg,Uckermark,57.2,37.4,11,10,10.6,12,25,21,23.6,26
200106171450,200106171550,1,32,598,730,Brandenburg,Havelland,42.4,30.3,8,7,8.3,10,17,16,18.1,22
200106171450,200106171550,1,15,712,776,Brandenburg,Barnim,29.1,26.5,10,9,9.9,11,20,18,19.5,21
200106171450,200106171550,1,30,670,784,Brandenburg,Oberhavel,33.0,23.5,16,12,14.8,17,30,23,27.6,33
200106171250,200106171550,3,20,620,716,Brandenburg,Brandenburg an der Havel,53.9,38.0,5,4,4.8,6,12,11,11.9,13
200106171250,200106171550,3,14,615,729,Brandenburg,Potsdam-Mittelmark,49.2,39.5,8,8,8.1,9,18,18,18.9,20
200106171250,200106171550,3,92,607,741,Brandenburg,Havelland,80.1,46.4,7,6,7.5,11,15,13,15.7,22
200106171550,200106171650,1,17,672,705,Brandenburg,Teltow-Fläming,28.0,22.9,5,5,5.6,7,13,11,13.1,15
200106171550,200106171650,1,61,685,724,Berlin,Berlin,63.4,31.2,7,7,8.8,12,14,14,17.7,22
200106171550,200106171650,1,24,654,720,Brandenburg,Potsdam,37.8,26.1,6,5,7.8,13,12,11,15.2,22
200106171550,200106171650,1,14,667,726,Berlin,Berlin,45.0,28.0,9,7,8.3,9,17,14,16.1,17
200106171450,200106171650,2,50,693,781,Brandenburg,Barnim,70.8,40.2,10,8,9.1,11,19,16,18.2,20
200106171450,200106171650,2,17,686,828,Brandenburg,Uckermark,46.7,33.8,11,11,11.2,12,21,21,21.5,23
200106171550,200106171750,2,9,687,728,Berlin,Berlin,39.2,31.6,12,6,10.3,13,21,10,17.4,21
200106171550,200106171750,2,37,678,730,Berlin,Berlin,48.8,34.6,1,0,4.5,10,3,0,8.9,20
200106171150,200106171750,6,71,624,760,Brandenburg,Havelland,66.1,49.3,5,5,5.5,6,11,10,11.4,13
200106171750,200106171850,1,11,728,723,Brandenburg,Oder-Spree,28.1,24.6,8,8,8.5,10,14,14,15.0,17
200106171750,200106171950,2,27,731,748,Brandenburg,Märkisch-Oderland,37.4,30.8,11,9,10.4,13,19,16,18.3,22
200106171850,200106172150,3,153,735,766,Brandenburg,Märkisch-Oderland,51.2,33.9,13,10,13.1,20,26,19,24.0,31
200106171850,200106172150,3,17,723,765,Brandenburg,Märkisch-Oderland,37.9,32.2,12,11,11.8,13,23,21,23.0,25
200106211350,200106211450,1,40,697,835,Brandenburg,Uckermark,56.1,35.5,8,6,8.6,17,19,16,19.7,32
200106211150,200106211450,3,19,626,787,Brandenburg,Ostprignitz-Ruppin,41.0,35.1,7,6,7.2,8,16,14,16.1,18
200106301650,200106301950,3,27,568,812,Brandenburg,Prignitz,33.8,30.6,11,8,10.5,12,19,17,19.9,22
200107051550,200107051750,2,25,720,836,Brandenburg,Uckermark,50.2,39.6,3,3,3.4,4,11,10,11.7,14
200107072050,200107072150,1,18,701,648,Brandenburg,Dahme-Spreewald,28.3,23.8,1,1,1.5,2,6,5,6.7,9
200107071750,200107072150,4,12,700,618,Brandenburg,Elbe-Elster,40.3,37.4,1,1,1.0,1,4,3,3.8,5
200107071750,200107072150,4,107,706,635,Brandenburg,Elbe-Elster,70.4,41.2,2,1,2.2,3,6,5,6.7,9
200107072150,200107072250,1,10,713,678,Brandenburg,Dahme-Spreewald,25.9,24.5,2,2,2.0,2,7,7,7.6,9
200107072050,200107072250,2,10,678,644,Brandenburg,Elbe-Elster,30.9,28.0,2,2,2.0,2,7,6,6.8,7
200107072050,200107072250,2,16,691,648,Brandenburg,Elbe-Elster,29.8,27.4,2,2,2.0,2,6,5,5.8,7
200107201550,200107201650,1,15,717,819,Brandenburg,Uckermark,39.9,29.3,6,5,6.5,8,12,11,13.1,16
200107290150,200107290250,1,19,603,763,Brandenburg,Ostprignitz-Ruppin,30.4,26.6,1,1,1.7,2,7,7,8.1,10
200107291050,200107291250,2,46,674,731,Berlin,Berlin,67.5,40.5,4,2,5.3,12,8,5,10.4,18
200107291250,200107291350,1,47,668,745,Brandenburg,Oberhavel,84.5,45.0,4,2,3.7,5,9,7,8.8,11
200107291250,200107291350,1,76,688,787,Brandenburg,Barnim,65.6,32.2,6,4,6.2,8,13,9,12.6,16
200107291150,200107291350,2,177,679,763,Brandenburg,Oberhavel,97.8,40.8,5,3,7.2,13,10,7,13.4,21
200107291350,200107291450,1,52,660,731,Brandenburg,Havelland,57.3,31.7,4,3,5.5,10,9,8,11.4,17
200107291350,200107291450,1,14,707,807,Brandenburg,Uckermark,40.8,26.8,6,4,5.9,8,10,8,10.4,13
200107291250,200107291450,2,46,701,779,Brandenburg,Barnim,48.1,35.7,4,3,4.9,9,9,8,10.4,15
200107291450,200107291550,1,65,693,698,Brandenburg,Teltow-Fläming,48.0,30.9,1,1,1.8,3,8,5,8.4,13
200107291450,200107291550,1,9,717,829,Brandenburg,Uckermark,40.9,31.2,5,5,6.3,8,13,13,15.4,19
200107291350,200107291550,2,67,633,785,Brandenburg,Ostprignitz-Ruppin,58.5,38.6,4,2,3.2,6,11,9,10.7,14
200107291550,200107291650,1,37,706,627,Brandenburg,Elbe-Elster,47.5,28.4,1,1,1.7,3,11,11,12.5,16
200107291550,200107291650,1,10,647,804,Brandenburg,Ostprignitz-Ruppin,33.5,26.5,4,3,3.9,5,11,10,12.2,16
200107291450,200107291650,2,110,721,683,Brandenburg,Dahme-Spreewald,61.9,35.5,1,0,0.8,2,6,5,6.5,9
200107291350,200107291650,3,49,617,764,Brandenburg,Ostprignitz-Ruppin,57.9,44.6,11,7,9.5,14,18,15,17.0,22
200107291650,200107291750,1,15,779,680,Brandenburg,Oder-Spree,31.0,24.8,2,2,2.0,2,10,9,10.0,11
200107291550,200107291750,2,27,692,613,Brandenburg,Elbe-Elster,49.8,37.6,1,1,1.0,1,8,8,9.0,11
200107291450,200107291750,3,26,643,796,Brandenburg,Ostprignitz-Ruppin,52.9,41.0,5,3,4.6,6,14,9,12.5,15
200107291650,200107291850,2,11,749,625,Brandenburg,Spree-Neiße,38.8,30.9,1,1,1.0,1,8,8,8.7,9
200107311650,200107311750,1,9,659,674,Brandenburg,Teltow-Fläming,30.7,25.4,6,4,5.1,6,13,11,12.3,13
200107311650,200107311750,1,12,646,680,Brandenburg,Potsdam-Mittelmark,25.1,22.6,9,6,7.8,9,22,17,20.8,24
200107311650,200107311750,1,11,641,681,Brandenburg,Potsdam-Mittelmark,30.0,24.2,4,2,3.9,6,12,9,12.5,16
200107311650,200107311750,1,25,647,685,Brandenburg,Potsdam-Mittelmark,25.4,23.0,6,2,4.7,7,16,10,13.6,18
200108161250,200108161350,1,13,646,766,Brandenburg,Ostprignitz-Ruppin,32.8,25.8,9,9,9.8,11,20,19,21.3,24
200108161350,200108161450,1,118,657,772,Brandenburg,Oberhavel,52.6,29.9,9,8,9.2,11,21,19,22.1,27
200108161450,200108161550,1,14,661,813,Brandenburg,Oberhavel,38.1,25.9,11,8,10.4,12,22,17,21.2,25
200108161550,200108161650,1,15,736,760,Brandenburg,Märkisch-Oderland,33.3,27.9,5,4,5.5,6,11,10,11.7,13
200108181250,200108181350,1,15,724,739,Brandenburg,Märkisch-Oderland,27.3,22.8,6,4,5.5,7,16,12,14.8,20
200108191550,200108191650,1,122,625,684,Brandenburg,Potsdam-Mittelmark,41.1,29.2,2,1,1.9,3,10,6,9.4,13
200108241850,200108241950,1,10,657,768,Brandenburg,Oberhavel,27.5,25.5,5,4,6.9,9,17,15,21.6,27
200108241850,200108242050,2,15,679,788,Brandenburg,Oberhavel,29.9,27.4,4,4,4.5,6,14,14,15.7,19
200109041550,200109041650,1,10,636,747,Brandenburg,Havelland,28.6,25.1,7,6,6.4,7,12,10,11.1,12
200109180750,200109181650,9,65,700,729,Brandenburg,Märkisch-Oderland,45.7,38.9,15,13,14.9,17,32,28,30.7,34
200109180850,200109181750,9,438,686,790,Brandenburg,Uckermark,55.4,43.1,14,8,11.5,17,31,19,26.5,36
200109181050,200109181950,9,82,691,826,Brandenburg,Uckermark,53.8,44.0,9,9,10.3,13,23,21,23.6,27
200109180850,200109182050,12,74,713,816,Brandenburg,Uckermark,59.4,53.1,8,6,7.4,9,20,15,18.2,22
200109201450,200109201550,1,18,662,785,Brandenburg,Oberhavel,26.1,21.4,32,30,31.0,32,51,46,48.6,51
200204142250,200204150750,9,106,751,746,Brandenburg,Märkisch-Oderland,45.9,40.1,1,0,0.4,1,2,1,1.8,2
200204142050,200204150850,12,50,760,711,Brandenburg,Frankfurt (Oder),49.0,46.3,0,0,0.0,0,1,1,1.0,1
200204142050,200204150850,12,77,748,729,Brandenburg,Märkisch-Oderland,45.1,41.6,1,0,0.6,1,2,2,2.0,3
200204191350,200204191550,2,12,675,678,Brandenburg,Teltow-Fläming,37.7,31.4,17,17,17.4,18,21,21,21.5,23
200204191250,200204191650,4,17,723,792,Brandenburg,Uckermark,60.8,44.0,12,11,12.2,14,16,14,15.6,17
200205111150,200205111250,1,17,731,683,Brandenburg,Dahme-Spreewald,29.2,25.5,4,4,4.3,5,10,10,10.4,11
200205111150,200205111250,1,19,721,685,Brandenburg,Dahme-Spreewald,48.5,34.0,5,3,4.1,5,10,9,9.8,11
200205111150,200205111250,1,15,737,703,Brandenburg,Oder-Spree,29.6,25.0,6,5,5.7,8,14,11,12.9,16
200205111250,200205111350,1,25,631,737,Brandenburg,Havelland,30.9,25.3,5,4,4.8,6,11,10,11.0,12
200205111150,200205111350,2,27,703,696,Brandenburg,Dahme-Spreewald,55.8,37.3,4,3,4.1,5,10,8,9.4,11
200205111150,200205111350,2,52,620,721,Brandenburg,Brandenburg an der Havel,54.9,37.5,4,3,4.4,7,11,8,10.4,14
200205111150,200205111350,2,17,696,735,Berlin,Berlin,36.7,29.9,5,1,4.0,5,12,4,10.5,13
200205111350,200205111450,1,9,657,719,Brandenburg,Potsdam,28.6,24.9,5,5,5.0,5,12,11,11.7,12
200205111350,200205111450,1,9,656,736,Brandenburg,Havelland,26.6,24.8,4,3,3.8,4,10,9,9.7,10
200205111250,200205111450,2,105,672,708,Brandenburg,Teltow-Fläming,60.8,33.7,5,4,4.8,6,11,9,10.7,13
200205111350,200205111550,2,19,654,742,Brandenburg,Havelland,37.1,30.9,5,4,5.1,6,12,11,11.9,13
200205231450,200205231550,1,14,688,665,Brandenburg,Dahme-Spreewald,31.9,25.1,3,3,3.1,4,6,6,6.1,7
200205231450,200205231550,1,17,682,786,Brandenburg,Oberhavel,40.3,27.0,1,1,1.4,2,5,4,4.9,6
200205231450,200205231650,2,16,679,804,Brandenburg,Uckermark,33.4,28.0,1,1,1.1,2,5,5,5.1,6
200205231650,200205231750,1,10,654,717,Brandenburg,Potsdam,29.2,24.3,4,4,4.6,6,10,9,10.2,13
200205231650,200205231750,1,11,658,721,Brandenburg,Potsdam,28.3,24.2,6,5,6.5,7,13,11,14.5,16
200205231650,200205231750,1,10,661,725,Brandenburg,Potsdam,31.4,25.8,6,5,5.5,6,13,11,12.2,14
200205231650,200205231850,2,10,652,728,Brandenburg,Potsdam,37.9,30.6,6,5,5.9,6,13,12,12.7,13
200205231550,200205231850,3,34,678,681,Brandenburg,Teltow-Fläming,42.5,33.3,4,3,3.4,4,7,6,7.2,8
200205231750,200205231950,2,12,645,733,Brandenburg,Havelland,29.2,26.4,4,4,5.5,7,8,8,12.0,14
200205231650,200205231950,3,27,734,687,Brandenburg,Oder-Spree,36.2,31.3,6,5,6.3,8,12,9,12.8,16
200205231550,200205231950,4,35,687,691,Brandenburg,Teltow-Fläming,40.8,33.7,3,2,3.0,4,5,5,6.3,9
200205231650,200205232050,4,148,695,709,Brandenburg,Dahme-Spreewald,50.4,33.9,3,3,4.3,7,7,7,9.3,14
200205231450,200205232050,6,169,682,721,Berlin,Berlin,97.5,51.0,5,0,4.6,9,11,0,9.6,19
200205231550,200205232150,6,20,672,673,Brandenburg,Teltow-Fläming,58.9,45.0,3,2,2.5,3,6,5,5.5,7
200205231850,200205232250,4,141,734,701,Brandenburg,Oder-Spree,49.8,36.4,4,3,4.9,8,9,7,10.4,17
200205231950,200205232350,4,31,744,719,Brandenburg,Oder-Spree,40.1,34.2,4,4,4.0,4,7,7,7.1,8
200205281350,200205281550,2,15,759,669,Brandenburg,Spree-Neiße,38.1,30.8,8,6,8.1,9,14,11,14.1,16
200205281350,200205281550,2,16,760,676,Brandenburg,Spree-Neiße,36.2,31.2,5,5,5.1,6,10,9,9.8,10
200205280650,200205281550,9,486,695,662,Brandenburg,Teltow-Fläming,69.9,48.0,9,7,11.1,23,13,10,16.2,34
200206101050,200206101350,3,9,559,801,Brandenburg,Prignitz,29.8,26.8,5,4,4.6,5,12,10,11.7,13
200206101050,200206101350,3,16,559,810,Brandenburg,Prignitz,34.0,29.8,10,8,9.8,14,16,15,16.8,21
200206100950,200206101350,4,38,601,786,Brandenburg,Prignitz,50.0,38.8,3,3,4.3,7,7,7,8.8,13
200206101150,200206101450,3,9,737,741,Brandenburg,Märkisch-Oderland,35.2,32.0,4,3,4.0,5,10,10,10.9,12
200206121650,200206121850,2,47,555,794,Brandenburg,Prignitz,29.5,25.2,21,4,12.6,22,30,9,19.4,31
200206200250,200206200650,4,976,648,740,Brandenburg,Havelland,63.3,39.4,5,3,5.7,12,14,8,13.7,27
200206200450,200206200750,3,136,732,793,Brandenburg,Uckermark,48.9,37.3,1,1,1.6,3,6,4,6.3,12
200207101750,200207101850,1,31,686,740,Berlin,Berlin,64.3,33.8,2,1,2.0,3,7,6,7.5,9
200207101850,200207101950,1,14,731,794,Brandenburg,Uckermark,29.2,26.5,4,3,3.9,4,15,13,14.6,16
200207101750,200207101950,2,37,615,701,Brandenburg,Potsdam-Mittelmark,32.9,30.3,3,2,2.9,4,11,8,9.9,13
200207140250,200207140450,2,9,707,745,Brandenburg,Märkisch-Oderland,41.1,29.7,3,3,3.2,4,7,6,7.0,8
200207140250,200207141450,12,54,752,738,Brandenburg,Märkisch-Oderland,52.8,45.3,4,2,3.4,5,9,7,8.9,11
200207160250,200207160350,1,10,636,694,Brandenburg,Potsdam-Mittelmark,27.5,25.2,14,13,14.1,16,23,22,22.8,24
200207170050,200207170250,2,14,647,784,Brandenburg,Ostprignitz-Ruppin,35.0,28.2,4,4,5.2,7,9,9,10.7,13
200207170050,200207170250,2,83,666,791,Brandenburg,Oberhavel,32.6,26.7,14,6,9.8,16,23,13,17.5,28
200207171550,200207171850,3,309,676,793,Brandenburg,Oberhavel,43.6,32.2,30,7,21.6,40,40,14,32.7,59
200207171850,200207171950,1,16,650,789,Brandenburg,Ostprignitz-Ruppin,33.2,25.3,9,6,11.7,23,15,12,18.2,31
200207171750,200207171950,2,65,644,798,Brandenburg,Ostprignitz-Ruppin,42.5,32.3,12,7,9.8,13,20,14,17.8,24
200207171750,200207172150,4,247,627,798,Brandenburg,Ostprignitz-Ruppin,45.9,35.0,12,4,10.3,20,22,11,19.5,33
200207211150,200207211250,1,9,688,826,Brandenburg,Uckermark,29.8,26.6,8,7,7.6,9,15,14,15.3,18
200207311750,200207311850,1,12,687,818,Brandenburg,Uckermark,28.2,25.0,3,2,3.3,4,13,11,13.9,16
200208011050,200208011150,1,17,665,757,Brandenburg,Oberhavel,40.8,28.7,2,2,2.5,4,10,9,10.3,12
200208011150,200208011250,1,24,681,614,Brandenburg,Elbe-Elster,41.6,31.1,1,1,1.0,1,8,7,8.3,10
200208011150,200208011250,1,44,689,649,Brandenburg,Elbe-Elster,38.7,28.8,1,1,1.4,2,8,7,8.6,10
200208011150,200208011250,1,24,738,672,Brandenburg,Dahme-Spreewald,32.2,26.8,1,1,1.0,2,9,7,8.4,10
200208011150,200208011250,1,14,704,719,Brandenburg,Oder-Spree,37.1,26.6,2,2,2.0,2,11,10,10.6,11
200208011050,200208011250,2,40,717,645,Brandenburg,Dahme-Spreewald,77.1,46.0,1,1,1.0,1,8,7,8.3,10
200208011050,200208011250,2,109,606,799,Brandenburg,Ostprignitz-Ruppin,63.4,36.5,7,4,9.9,27,22,16,23.0,39
200208011250,200208011350,1,12,680,630,Brandenburg,Elbe-Elster,32.6,26.1,4,1,2.8,6,11,7,9.6,14
200208011250,200208011350,1,112,691,680,Brandenburg,Teltow-Fläming,45.3,26.5,3,1,2.2,3,15,8,12.5,16
200208011350,200208011450,1,13,759,683,Brandenburg,Oder-Spree,31.6,28.1,2,2,2.0,2,11,11,11.6,12
200208011250,200208011450,2,15,682,672,Brandenburg,Teltow-Fläming,31.6,27.8,1,1,1.4,2,9,8,9.6,12
200208011250,200208011450,2,67,659,709,Brandenburg,Potsdam-Mittelmark,41.9,31.6,2,1,1.9,2,11,9,11.7,13
200208011150,200208011450,3,11,660,661,Brandenburg,Teltow-Fläming,38.9,33.8,1,1,1.0,1,9,8,8.5,9
200208011150,200208011450,3,16,665,669,Brandenburg,Teltow-Fläming,47.6,39.1,2,2,2.0,2,9,9,10.1,11
200208011450,200208011550,1,24,610,762,Brandenburg,Ostprignitz-Ruppin,40.7,30.9,2,2,2.3,3,12,10,11.9,13
200208011450,200208011550,1,11,593,806,Brandenburg,Prignitz,25.0,23.2,4,4,5.5,8,15,15,17.8,21
200208011350,200208011550,2,10,759,652,Brandenburg,Cottbus,28.3,27.1,1,1,1.5,2,8,8,8.5,9
200208011350,200208011550,2,21,613,770,Brandenburg,Ostprignitz-Ruppin,44.4,35.0,2,2,2.9,5,11,11,12.7,16
200208011550,200208011650,1,13,694,777,Brandenburg,Barnim,25.2,22.5,2,2,2.0,2,12,12,12.5,13
200208011350,200208011650,3,52,651,707,Brandenburg,Potsdam-Mittelmark,32.5,29.3,1,1,1.3,2,8,8,9.7,12
200208011350,200208011650,3,9,641,709,Brandenburg,Potsdam-Mittelmark,31.0,29.3,1,1,1.1,2,10,10,10.1,11
200208011050,200208011650,6,27,636,681,Brandenburg,Potsdam-Mittelmark,67.7,46.7,1,1,1.0,1,10,8,9.0,10
200208011050,200208011650,6,77,629,701,Brandenburg,Potsdam-Mittelmark,101.3,55.8,2,1,1.5,2,12,10,11.8,14
200208011650,200208011750,1,14,651,778,Brandenburg,Ostprignitz-Ruppin,26.6,24.1,2,1,2.0,3,9,6,8.7,11
200208011150,200208011750,6,28,620,684,Brandenburg,Potsdam-Mittelmark,56.9,44.2,1,1,1.4,2,10,9,11.0,13
200208011150,200208011750,6,36,605,702,Brandenburg,Potsdam-Mittelmark,50.9,41.9,2,2,2.3,3,15,14,15.8,21
200208011450,200208011850,4,73,629,798,Brandenburg,Ostprignitz-Ruppin,54.1,39.1,6,3,4.5,7,22,16,19.9,23
200208010950,200208011850,9,59,623,777,Brandenburg,Ostprignitz-Ruppin,104.2,63.7,7,4,8.5,16,19,15,20.6,31
200208011050,200208011950,9,42,603,692,Brandenburg,Potsdam-Mittelmark,51.7,43.4,3,3,3.1,4,20,18,20.7,23
200208041250,200208041550,3,16,601,820,Brandenburg,Prignitz,49.3,36.0,16,16,19.2,23,31,31,36.6,42
200208041650,200208041750,1,34,759,641,Brandenburg,Spree-Neiße,36.1,26.1,1,1,2.3,7,8,7,9.3,14
200208041750,200208042050,3,97,687,653,Brandenburg,Teltow-Fläming,46.8,34.9,7,0,8.7,21,15,5,17.5,34
200208041650,200208042050,4,17,690,644,Brandenburg,Elbe-Elster,38.2,33.0,10,7,9.9,14,20,14,19.6,26
200208041450,200208042350,9,125,671,652,Brandenburg,Elbe-Elster,53.9,45.3,3,1,8.9,23,9,7,18.3,38
200208041150,200208042350,12,175,607,691,Brandenburg,Potsdam-Mittelmark,54.7,47.7,15,7,12.8,26,33,22,29.3,49
200208042250,200208050150,3,11,732,672,Brandenburg,Dahme-Spreewald,41.2,35.6,9,4,6.1,9,17,11,13.7,18
200208050050,200208050350,3,51,690,721,Berlin,Berlin,48.7,33.2,5,2,4.6,9,13,10,12.9,20
200208050050,200208050350,3,15,675,727,Berlin,Berlin,37.3,32.8,6,2,4.9,10,19,10,15.4,24
200208050350,200208050550,2,18,723,748,Brandenburg,Märkisch-Oderland,32.1,28.6,5,4,4.9,6,12,11,11.9,13
200208050150,200208050550,4,134,732,733,Brandenburg,Märkisch-Oderland,50.2,37.5,3,1,2.4,4,13,8,12.1,17
200208042350,200208050550,6,35,740,739,Brandenburg,Märkisch-Oderland,56.2,42.7,4,2,3.4,6,12,10,12.0,16
200208050550,200208050650,1,22,662,795,Brandenburg,Oberhavel,28.2,21.9,3,3,4.2,6,15,15,17.5,21
200208050350,200208050650,3,25,679,767,Brandenburg,Oberhavel,35.2,31.5,3,1,3.0,4,10,6,9.8,12
200208042150,200208050650,9,89,749,652,Brandenburg,Spree-Neiße,86.0,51.5,3,0,2.5,8,8,4,8.0,17
200208042150,200208050650,9,51,667,710,Brandenburg,Potsdam-Mittelmark,51.9,44.4,3,2,5.3,14,13,10,15.4,28
200208041850,200208050650,12,59,647,723,Brandenburg,Havelland,52.6,42.5,5,2,3.6,8,14,10,12.8,19
200208041250,200208050650,18,372,737,634,Brandenburg,Oberspreewald-Lausitz,82.7,57.3,1,1,2.1,11,8,6,9.2,22
200208041250,200208050650,18,92,653,709,Brandenburg,Potsdam-Mittelmark,62.9,51.4,15,7,12.7,17,28,18,24.2,30
200208041650,200208051050,18,332,642,803,Brandenburg,Ostprignitz-Ruppin,103.9,58.1,8,3,5.4,15,19,11,16.3,31
200208041150,200208051150,24,285,713,642,Brandenburg,Elbe-Elster,76.0,57.3,11,0,6.5,40,22,5,14.4,62
200208041150,200208051150,24,647,632,698,Brandenburg,Potsdam-Mittelmark,80.3,57.9,17,3,12.4,53,31,11,24.2,82
200208041750,200208051750,24,116,630,770,Brandenburg,Ostprignitz-Ruppin,73.5,58.8,2,1,13.6,57,10,6,26.4,90
200208071350,200208071450,1,18,747,728,Brandenburg,Märkisch-Oderland,29.4,24.8,12,8,10.3,13,26,20,22.7,26
200208071450,200208071550,1,16,735,693,Brandenburg,Oder-Spree,33.8,26.4,5,3,4.2,5,13,10,11.9,14
200208071550,200208071650,1,17,679,724,Berlin,Berlin,28.5,23.5,23,11,21.1,32,36,17,33.2,49
200208071550,200208071750,2,21,680,812,Brandenburg,Uckermark,31.6,27.8,14,12,14.2,16,27,24,27.0,30
200208071450,200208071750,3,10,709,713,Brandenburg,Oder-Spree,38.4,32.7,5,4,5.8,7,13,12,15.1,18
200208071450,200208071750,3,11,692,794,Brandenburg,Uckermark,36.6,30.5,21,20,21.9,24,38,36,39.2,43
200208071750,200208071850,1,125,634,727,Brandenburg,Potsdam-Mittelmark,35.4,26.0,24,22,26.5,35,41,38,44.8,59
200208071750,200208071950,2,25,616,732,Brandenburg,Potsdam-Mittelmark,40.1,34.5,21,20,21.9,24,37,35,37.5,40
200208080050,200208080350,3,9,675,754,Brandenburg,Oberhavel,34.0,31.2,15,12,13.2,15,27,21,23.0,27
200208081550,200208081650,1,23,708,843,Brandenburg,Uckermark,44.8,34.6,8,7,10.1,14,15,14,19.0,24
200208101150,200208101350,2,27,719,615,Brandenburg,Oberspreewald-Lausitz,52.9,37.2,9,7,9.1,11,19,15,18.3,22
200208101350,200208101450,1,10,722,637,Brandenburg,Oberspreewald-Lausitz,29.3,25.5,14,14,14.7,16,30,30,31.4,34
200208101450,200208101750,3,12,718,602,Brandenburg,Oberspreewald-Lausitz,37.5,30.0,11,8,10.3,12,24,18,22.0,27
200208120050,200208120950,9,198,592,803,Brandenburg,Prignitz,62.9,45.4,21,10,15.4,22,47,27,36.9,50
200208120250,200208121150,9,200,601,751,Brandenburg,Havelland,72.4,49.0,15,12,14.5,20,33,29,34.7,42
200208120250,200208121450,12,387,616,674,Brandenburg,Potsdam-Mittelmark,48.3,41.7,13,10,13.9,21,34,23,32.4,41
200208130950,200208131550,6,447,759,741,Brandenburg,Märkisch-Oderland,44.1,38.0,39,29,42.7,67,55,38,58.2,88
200208130850,200208140250,18,68,777,669,Brandenburg,Spree-Neiße,55.7,49.9,17,15,19.4,29,25,22,28.6,39
200208130850,200208140250,18,185,765,696,Brandenburg,Oder-Spree,58.7,53.3,24,12,22.9,38,32,19,32.2,50
200208161450,200208161550,1,19,685,811,Brandenburg,Uckermark,34.4,27.1,14,13,14.3,16,33,29,32.3,37
