Start_Time,End_Time,Duration,Area,x_RRmax,y_RRmax,BDL_RRmax,LKS_RRmax,RRmax,RRmean,V3_RRmax,V3_MIN,V3_AVG,V3_MAX,V4_RRmax,V4_MIN,V4_AVG,V4_MAX
201208310150,201208310350,2,9,637,718,Brandenburg,Potsdam-Mittelmark,30.9,25.9,2,2,2.0,2,7,6,7.0,8
201208310450,201208310650,2,10,717,764,Brandenburg,Märkisch-Oderland,36.8,30.5,4,4,4.8,6,11,11,11.8,14
201304161750,201304161850,1,10,678,686,Brandenburg,Teltow-Fläming,28.9,23.3,4,3,3.9,4,6,5,5.8,6
201305071750,201305071950,2,25,638,687,Brandenburg,Potsdam-Mittelmark,36.4,31.4,2,2,2.4,3,5,5,5.4,7
201305071850,201305072050,2,112,640,715,Brandenburg,Potsdam-Mittelmark,39.9,28.9,2,1,1.9,3,5,3,5.0,6
201305091650,201305091750,1,12,676,779,Brandenburg,Oberhavel,22.5,20.9,0,0,0.0,0,2,2,2.0,2
201305091650,201305091750,1,54,691,797,Brandenburg,Uckermark,32.9,23.5,2,1,2.4,4,4,3,4.5,6
201305281350,201305281550,2,123,743,808,Brandenburg,Uckermark,52.3,33.2,21,18,20.7,25,29,24,28.6,34
201305291150,201305291350,2,15,703,658,Brandenburg,Dahme-Spreewald,33.2,28.8,21,20,23.5,32,30,27,32.3,43
201305291350,201305291450,1,14,765,647,Brandenburg,Spree-Neiße,31.3,23.1,17,15,16.0,18,24,22,23.4,25
201305291650,201305291850,2,22,756,747,Brandenburg,Märkisch-Oderland,33.9,29.0,23,21,23.1,28,32,29,31.4,36
201305301550,201305301650,1,52,731,690,Brandenburg,Oder-Spree,38.1,25.6,20,18,20.3,25,27,25,27.6,34
201305280150,201305310150,72,786,757,625,Brandenburg,Spree-Neiße,117.8,72.8,11,5,10.7,22,15,8,14.8,27
201305311250,201305311350,1,28,690,681,Brandenburg,Teltow-Fläming,31.8,24.8,34,32,37.5,42,45,43,49.0,54
201306020650,201306020750,1,49,776,636,Brandenburg,Spree-Neiße,68.8,36.1,34,29,33.4,41,49,42,47.3,57
201306071250,201306071350,1,20,767,643,Brandenburg,Spree-Neiße,30.6,24.2,30,28,30.8,34,51,49,52.8,57
201306071450,201306071650,2,9,725,700,Brandenburg,Oder-Spree,38.4,32.6,24,23,25.2,27,43,42,45.2,49
201306080850,201306080950,1,9,686,666,Brandenburg,Teltow-Fläming,25.4,22.7,17,17,17.6,18,36,36,36.7,37
201306080950,201306081150,2,11,692,645,Brandenburg,Elbe-Elster,32.4,29.3,21,18,19.6,22,44,38,41.2,45
201306091250,201306091450,2,144,704,631,Brandenburg,Elbe-Elster,56.1,36.0,19,16,21.8,39,40,35,42.8,61
201306091350,201306091650,3,9,706,655,Brandenburg,Dahme-Spreewald,34.0,31.3,20,18,19.2,20,41,37,40.2,42
201306172350,201306180050,1,14,766,692,Brandenburg,Oder-Spree,31.3,27.5,5,4,4.9,5,15,15,15.7,17
201306200050,201306200150,1,24,626,793,Brandenburg,Ostprignitz-Ruppin,30.2,25.2,4,3,3.5,5,10,8,9.6,12
201306201450,201306201650,2,39,758,622,Brandenburg,Spree-Neiße,101.2,47.4,2,2,2.3,3,16,15,17.7,22
201306201850,201306201950,1,26,731,704,Brandenburg,Oder-Spree,31.7,25.6,4,3,4.9,12,17,16,18.3,28
201306201850,201306201950,1,52,581,779,Brandenburg,Prignitz,40.2,26.8,32,25,31.1,37,40,32,38.8,46
201306201950,201306202050,1,12,743,711,Brandenburg,Oder-Spree,28.9,25.0,2,2,2.0,2,11,9,10.6,12
201306201950,201306202050,1,97,748,721,Brandenburg,Märkisch-Oderland,46.5,26.9,2,2,2.7,5,12,10,12.6,20
201306201950,201306202150,2,14,666,712,Brandenburg,Potsdam-Mittelmark,32.8,27.7,4,2,3.1,4,13,10,11.8,14
201306201850,201306202150,3,162,638,685,Brandenburg,Potsdam-Mittelmark,44.9,34.1,5,3,5.0,7,19,13,18.3,24
201306201850,201306202150,3,19,646,679,Brandenburg,Potsdam-Mittelmark,36.9,30.6,6,6,6.3,7,21,20,21.7,24
201306201850,201306202150,3,9,622,691,Brandenburg,Potsdam-Mittelmark,36.1,32.8,3,3,3.0,3,13,12,12.9,13
201306201850,201306202150,3,73,640,694,Brandenburg,Potsdam-Mittelmark,38.2,32.0,3,3,3.2,4,13,13,14.2,18
201306201850,201306202150,3,48,623,704,Brandenburg,Potsdam-Mittelmark,37.4,34.0,3,2,2.6,4,13,10,12.6,17
201306201750,201306202150,4,367,676,629,Brandenburg,Elbe-Elster,47.3,37.6,3,2,6.2,15,16,14,20.3,34
201306201750,201306202150,4,35,701,638,Brandenburg,Elbe-Elster,42.4,37.2,12,9,10.9,13,29,24,27.2,30
201306201750,201306202150,4,99,617,678,Brandenburg,Potsdam-Mittelmark,66.3,42.2,3,2,2.8,4,12,11,12.1,14
201306202050,201306202250,2,135,758,737,Brandenburg,Märkisch-Oderland,37.6,29.7,2,2,2.4,4,13,13,14.8,17
201306202050,201306202250,2,662,641,786,Brandenburg,Ostprignitz-Ruppin,51.9,34.9,7,2,5.8,34,14,8,12.7,44
201306202050,201306202250,2,12,621,787,Brandenburg,Ostprignitz-Ruppin,33.5,29.7,18,13,16.2,22,24,20,22.7,29
201306201950,201306202250,3,370,629,724,Brandenburg,Potsdam-Mittelmark,43.3,34.4,2,2,2.7,5,11,9,11.2,14
201306201950,201306202250,3,11,615,742,Brandenburg,Havelland,35.2,33.9,3,3,3.1,4,10,9,9.6,11
201306201850,201306202250,4,33,685,665,Brandenburg,Teltow-Fläming,37.3,32.6,5,3,4.1,6,19,14,18.3,22
201306201850,201306202250,4,14,698,669,Brandenburg,Dahme-Spreewald,34.5,32.5,2,2,2.1,3,14,13,13.4,15
201306201850,201306202250,4,434,608,708,Brandenburg,Potsdam-Mittelmark,82.9,42.5,3,1,2.6,6,9,7,9.5,14
201306202150,201306202350,2,48,660,812,Brandenburg,Oberhavel,31.8,26.1,20,10,17.5,27,30,19,26.9,38
201306201850,201306210050,6,377,765,673,Brandenburg,Spree-Neiße,45.8,37.4,3,2,6.6,14,16,12,21.6,34
201306201550,201306210050,9,35,745,630,Brandenburg,Oberspreewald-Lausitz,69.9,48.2,4,4,4.9,8,23,21,23.1,26
201306241650,201306251650,24,235,777,637,Brandenburg,Spree-Neiße,66.6,55.9,16,9,16.3,24,42,24,36.4,50
201306241850,201306251850,24,74,761,667,Brandenburg,Spree-Neiße,55.7,52.0,17,10,16.6,22,35,22,32.9,41
201307011750,201307011850,1,16,667,701,Brandenburg,Teltow-Fläming,36.1,25.8,5,5,5.1,6,13,12,12.9,14
201307011650,201307011950,3,38,698,699,Brandenburg,Dahme-Spreewald,47.4,34.7,14,12,14.5,17,31,27,31.3,37
201307012350,201307020050,1,9,663,795,Brandenburg,Oberhavel,20.9,20.1,11,9,9.9,11,21,18,19.9,22
201307031350,201307031650,3,65,597,794,Brandenburg,Prignitz,65.3,39.3,5,4,5.1,6,14,10,14.3,16
201307251750,201307251850,1,17,620,812,Brandenburg,Ostprignitz-Ruppin,25.3,22.0,1,1,1.0,1,3,3,3.1,4
201307271750,201307271950,2,30,603,742,Brandenburg,Havelland,41.1,33.7,1,0,1.0,1,2,2,2.8,3
201307291750,201307292150,4,29,677,704,Brandenburg,Teltow-Fläming,39.9,31.8,3,2,2.9,4,4,3,4.2,6
201308041550,201308041650,1,64,706,651,Brandenburg,Dahme-Spreewald,41.2,27.8,7,5,6.4,7,15,11,13.9,16
201308041650,201308041750,1,12,738,647,Brandenburg,Spree-Neiße,31.5,27.6,10,9,10.3,11,23,20,22.1,23
201308041750,201308041850,1,14,621,714,Brandenburg,Brandenburg an der Havel,33.2,27.9,10,10,11.9,15,18,16,19.8,23
201308041650,201308041850,2,51,680,604,Brandenburg,Elbe-Elster,41.4,31.3,12,9,11.6,15,25,18,22.5,31
201308041850,201308041950,1,31,680,636,Brandenburg,Elbe-Elster,35.5,28.2,9,6,8.5,10,19,13,17.9,21
201308041950,201308042050,1,13,681,718,Berlin,Berlin,28.5,24.0,7,7,7.5,9,15,14,15.8,18
201308041950,201308042050,1,9,670,756,Brandenburg,Oberhavel,31.4,25.2,5,4,5.0,6,11,9,10.3,12
201308041850,201308042050,2,17,665,745,Brandenburg,Oberhavel,36.6,29.5,6,5,5.8,7,12,11,12.4,15
201308042050,201308042150,1,39,703,705,Brandenburg,Dahme-Spreewald,42.8,25.6,7,6,8.0,11,14,13,16.2,21
201308042050,201308042150,1,14,684,751,Brandenburg,Barnim,27.9,23.6,4,3,4.1,5,10,7,8.9,11
201308042150,201308042350,2,32,702,748,Brandenburg,Barnim,56.8,38.2,4,3,3.9,5,8,6,7.8,10
201308060950,201308061050,1,21,641,750,Brandenburg,Ostprignitz-Ruppin,41.6,28.3,4,3,4.5,8,10,8,10.8,19
201308061050,201308061150,1,52,672,776,Brandenburg,Oberhavel,53.1,26.9,4,3,4.3,5,11,9,10.6,13
201308061150,201308061350,2,11,698,767,Brandenburg,Barnim,31.7,28.8,3,2,2.8,3,7,6,6.7,7
201308061350,201308061450,1,35,740,723,Brandenburg,Oder-Spree,35.2,26.3,4,4,4.3,6,11,11,11.6,15
201308061250,201308061450,2,40,727,716,Brandenburg,Oder-Spree,38.9,31.5,4,4,4.7,6,11,11,12.5,14
201308080150,201308080250,1,10,712,703,Brandenburg,Dahme-Spreewald,28.6,24.9,9,7,10.6,13,19,15,20.4,24
201308080250,201308080350,1,23,740,740,Brandenburg,Märkisch-Oderland,26.9,24.3,9,6,9.3,14,18,14,18.7,25
201308080350,201308080550,2,115,643,778,Brandenburg,Ostprignitz-Ruppin,66.6,43.0,3,2,3.9,6,9,7,10.0,13
201308101550,201308101750,2,18,621,804,Brandenburg,Ostprignitz-Ruppin,35.7,29.0,5,4,5.3,6,11,9,10.6,12
201308191550,201308191850,3,18,541,792,Brandenburg,Prignitz,29.1,27.0,8,7,8.1,9,15,14,15.3,18
201308191650,201308191950,3,38,575,798,Brandenburg,Prignitz,39.4,31.9,4,4,4.6,6,10,9,10.7,13
201310121750,201310122050,3,10,691,685,Brandenburg,Teltow-Fläming,33.4,30.9,22,20,21.2,22,26,23,24.7,26
201310121650,201310122050,4,144,699,666,Brandenburg,Dahme-Spreewald,38.4,34.6,26,22,25.3,28,30,25,29.2,33
201404221250,201404221350,1,15,709,631,Brandenburg,Elbe-Elster,35.6,27.7,6,6,6.3,7,11,10,10.5,12
201404221350,201404221450,1,9,618,716,Brandenburg,Brandenburg an der Havel,38.0,30.8,8,8,8.3,9,13,12,12.4,13
201404221250,201404221450,2,34,701,639,Brandenburg,Elbe-Elster,58.6,37.1,6,6,7.0,9,10,9,10.8,13
201404221450,201404221550,1,10,772,637,Brandenburg,Spree-Neiße,30.5,26.0,5,4,4.9,6,8,8,8.3,9
201404221450,201404221550,1,21,766,643,Brandenburg,Spree-Neiße,33.9,23.6,5,5,5.7,7,9,9,9.2,10
201404221250,201404221550,3,17,683,655,Brandenburg,Teltow-Fläming,38.7,32.8,5,4,4.5,5,7,7,7.4,8
201404221150,201404221550,4,13,699,651,Brandenburg,Dahme-Spreewald,45.9,37.5,6,4,5.6,6,9,7,8.9,10
201404221250,201404221650,4,19,744,666,Brandenburg,Dahme-Spreewald,53.9,40.1,7,6,6.8,7,10,9,10.2,11
201404231350,201404231550,2,35,573,809,Brandenburg,Prignitz,56.0,36.4,9,7,8.6,10,13,11,12.4,15
201404231450,201404231750,3,69,632,774,Brandenburg,Ostprignitz-Ruppin,86.8,48.8,6,5,5.7,7,9,7,8.9,10
201404241350,201404241550,2,12,736,677,Brandenburg,Dahme-Spreewald,39.0,32.3,7,4,5.8,7,11,8,9.4,11
201404261250,201404261350,1,19,756,656,Brandenburg,Cottbus,46.4,31.1,24,21,24.5,31,30,26,30.6,38
201404261350,201404261450,1,9,769,638,Brandenburg,Spree-Neiße,36.5,26.7,14,12,15.9,20,19,16,21.4,27
201404261250,201404261450,2,9,784,641,Brandenburg,Spree-Neiße,42.4,31.8,5,4,5.7,8,7,6,8.4,12
201404261650,201404261750,1,21,574,814,Brandenburg,Prignitz,26.0,22.8,11,7,7.9,12,16,11,12.6,17
201405271250,201405271650,4,28,745,734,Brandenburg,Märkisch-Oderland,37.0,32.5,10,5,7.5,10,17,10,14.1,18
201405271550,201405271750,2,38,718,629,Brandenburg,Elbe-Elster,43.5,33.5,7,6,7.4,8,16,14,16.5,18
201405271550,201405271850,3,9,774,685,Brandenburg,Oder-Spree,35.2,32.3,17,17,18.9,21,28,28,30.4,34
201405271550,201405271850,3,20,763,691,Brandenburg,Oder-Spree,38.7,33.7,16,13,15.4,18,27,24,26.6,29
201405271650,201405271950,3,10,690,622,Brandenburg,Elbe-Elster,42.7,35.0,4,4,4.0,4,10,10,10.1,11
201405271550,201405271950,4,35,683,622,Brandenburg,Elbe-Elster,52.3,41.6,5,3,4.3,5,11,9,10.4,12
201405271650,201405272050,4,167,730,612,Brandenburg,Oberspreewald-Lausitz,60.8,38.3,9,7,10.2,18,17,14,18.7,29
201405271650,201405272050,4,35,713,622,Brandenburg,Elbe-Elster,44.8,34.6,9,6,8.0,10,18,14,16.7,20
201405271150,201405272050,9,30,748,728,Brandenburg,Märkisch-Oderland,43.5,39.5,10,4,6.9,12,18,9,13.4,20
201405270350,201405290350,48,1271,736,661,Brandenburg,Spree-Neiße,98.8,69.3,11,3,6.9,18,19,7,14.0,30
201406082350,201406090150,2,38,610,710,Brandenburg,Potsdam-Mittelmark,40.4,33.8,7,6,6.9,7,20,18,19.6,21
201406082350,201406090150,2,17,624,711,Brandenburg,Brandenburg an der Havel,35.5,30.8,7,6,6.9,8,20,18,19.4,21
201406100150,201406100250,1,20,654,789,Brandenburg,Oberhavel,27.5,22.8,1,1,1.9,3,6,6,6.2,7
201406100050,201406100350,3,29,599,777,Brandenburg,Prignitz,34.8,32.3,8,6,7.7,10,15,13,14.6,17
201406100450,201406100550,1,13,641,765,Brandenburg,Ostprignitz-Ruppin,34.7,25.3,3,2,2.9,4,11,8,9.8,12
201406110950,201406111050,1,163,651,746,Brandenburg,Havelland,39.7,27.1,2,1,4.2,9,8,8,11.8,19
201406110950,201406111250,3,984,604,795,Brandenburg,Prignitz,104.1,44.1,7,6,17.3,33,12,10,24.8,45
201406111050,201406111450,4,990,632,791,Brandenburg,Ostprignitz-Ruppin,75.2,37.7,10,7,14.0,39,15,12,20.1,51
201406111550,201406111650,1,73,778,669,Brandenburg,Spree-Neiße,33.4,25.3,5,4,4.5,5,19,15,17.9,20
201406111550,201406111650,1,171,763,684,Brandenburg,Oder-Spree,46.4,27.1,3,2,3.1,5,12,11,12.7,16
201406111550,201406111650,1,47,773,689,Brandenburg,Oder-Spree,34.7,27.4,3,2,2.9,3,13,12,13.6,16
201406111550,201406111650,1,35,776,706,Brandenburg,Oder-Spree,33.8,28.2,4,2,4.5,7,16,12,16.1,21
201406250550,201406250850,3,27,678,722,Berlin,Berlin,40.1,32.2,8,5,7.6,10,12,9,11.5,14
201406250650,201406250950,3,68,683,689,Brandenburg,Teltow-Fläming,43.6,33.2,7,4,7.3,12,11,8,11.8,17
201406250050,201406250950,9,507,655,763,Brandenburg,Oberhavel,73.3,51.2,2,1,2.5,5,9,4,8.1,12
201406250150,201406251050,9,352,619,722,Brandenburg,Brandenburg an der Havel,58.3,46.1,1,0,1.1,2,5,4,5.7,11
201406241750,201406251150,18,67,641,788,Brandenburg,Ostprignitz-Ruppin,56.0,50.7,5,3,5.0,7,15,11,14.6,20
201406301550,201406301650,1,9,766,640,Brandenburg,Spree-Neiße,26.6,23.7,14,14,15.3,17,21,21,22.9,25
201407071550,201407071650,1,10,741,811,Brandenburg,Uckermark,32.5,28.5,2,1,1.9,2,7,6,6.5,7
201407072350,201407080150,2,131,637,720,Brandenburg,Potsdam-Mittelmark,31.8,26.3,4,2,4.3,7,16,9,16.1,22
201407080350,201407080550,2,21,702,640,Brandenburg,Elbe-Elster,33.0,28.3,5,5,5.6,6,16,14,15.9,17
201407071950,201407080750,12,481,650,682,Brandenburg,Potsdam-Mittelmark,79.0,49.7,1,1,1.5,4,6,3,6.1,11
201407081150,201407081250,1,10,715,651,Brandenburg,Dahme-Spreewald,30.3,26.9,9,8,8.8,10,21,18,20.1,22
201407081050,201407081250,2,52,735,643,Brandenburg,Oberspreewald-Lausitz,37.4,30.2,11,6,9.3,14,19,13,17.0,23
201407081250,201407081350,1,12,668,744,Brandenburg,Oberhavel,30.7,25.2,7,6,6.8,8,19,17,19.2,21
201407081150,201407081350,2,53,725,645,Brandenburg,Oberspreewald-Lausitz,37.6,31.1,9,7,9.6,13,18,14,18.0,23
201407081150,201407081350,2,10,718,673,Brandenburg,Dahme-Spreewald,33.3,28.9,6,5,5.4,7,11,10,10.6,12
201407081350,201407081450,1,13,621,809,Brandenburg,Ostprignitz-Ruppin,23.7,21.3,6,5,5.5,6,16,14,15.7,17
201407081350,201407081550,2,209,650,767,Brandenburg,Oberhavel,60.3,36.6,8,5,8.3,13,24,17,23.7,29
201407091350,201407091450,1,22,567,783,Brandenburg,Prignitz,34.8,26.4,15,12,14.6,17,26,25,26.9,29
201407091050,201407091650,6,72,763,701,Brandenburg,Oder-Spree,60.9,43.3,8,7,10.1,14,15,14,17.7,22
201407091650,201407091750,1,15,704,836,Brandenburg,Uckermark,36.3,30.7,13,10,12.0,13,19,18,19.1,20
201407091150,201407091750,6,38,740,707,Brandenburg,Oder-Spree,52.1,40.3,12,12,13.7,17,22,20,23.8,28
201407091950,201407092050,1,10,679,801,Brandenburg,Uckermark,29.8,23.4,12,12,14.8,17,22,21,24.5,27
201407101250,201407101350,1,9,735,692,Brandenburg,Oder-Spree,29.5,25.1,33,22,29.2,34,44,31,39.6,45
201407111250,201407111450,2,88,692,655,Brandenburg,Teltow-Fläming,46.6,31.4,16,11,15.7,19,27,18,26.4,33
201407121150,201407121250,1,10,664,759,Brandenburg,Oberhavel,33.7,28.0,18,13,17.4,20,37,27,35.3,39
201407121150,201407121350,2,55,694,764,Brandenburg,Barnim,49.6,33.3,5,4,7.1,11,11,10,13.7,19
201407121250,201407121450,2,114,710,755,Brandenburg,Märkisch-Oderland,82.9,46.5,3,1,4.2,8,9,4,9.3,14
201407121450,201407121550,1,160,745,740,Brandenburg,Märkisch-Oderland,90.6,41.0,6,2,6.7,11,13,5,12.9,20
201407121450,201407121550,1,38,741,758,Brandenburg,Märkisch-Oderland,55.4,29.8,6,1,4.8,8,9,3,8.2,13
201407141850,201407141950,1,9,554,796,Brandenburg,Prignitz,23.1,20.7,26,24,25.3,27,39,38,39.2,41
201407241350,201407241550,2,13,647,801,Brandenburg,Ostprignitz-Ruppin,33.2,28.7,1,1,1.6,2,11,10,12.0,14
201407241350,201407241550,2,24,674,816,Brandenburg,Uckermark,34.3,27.6,1,1,1.0,1,7,7,7.6,9
201407251250,201407251450,2,29,754,627,Brandenburg,Spree-Neiße,52.5,36.7,8,7,8.1,10,18,17,19.1,21
201407251750,201407251850,1,14,721,754,Brandenburg,Märkisch-Oderland,35.4,27.6,6,5,5.8,8,13,10,12.3,15
201407271250,201407271350,1,35,721,703,Brandenburg,Oder-Spree,58.9,35.0,13,10,12.9,16,24,20,24.0,29
201407271350,201407271450,1,11,739,690,Brandenburg,Oder-Spree,31.2,25.3,9,9,9.9,11,19,19,20.9,24
201407271350,201407271450,1,19,605,697,Brandenburg,Potsdam-Mittelmark,31.9,26.9,13,11,13.3,16,26,23,26.8,32
201407271450,201407271550,1,14,719,643,Brandenburg,Oberspreewald-Lausitz,54.8,36.5,8,7,8.4,10,18,16,18.0,21
201407271450,201407271550,1,25,777,648,Brandenburg,Spree-Neiße,42.8,29.1,13,11,12.6,14,23,21,22.9,24
201407271450,201407271550,1,38,768,670,Brandenburg,Spree-Neiße,47.1,28.9,15,12,14.2,18,27,23,26.5,35
201407271450,201407271550,1,33,634,683,Brandenburg,Potsdam-Mittelmark,34.3,27.1,18,13,15.5,19,30,24,27.5,33
201407271450,201407271550,1,37,648,701,Brandenburg,Potsdam-Mittelmark,43.2,27.3,13,10,12.0,14,27,24,26.5,31
201407271550,201407271650,1,41,765,630,Brandenburg,Spree-Neiße,51.7,28.9,11,7,9.4,16,21,15,19.1,27
201407271350,201407271650,3,28,642,679,Brandenburg,Potsdam-Mittelmark,59.8,43.7,18,15,21.7,32,31,29,36.3,50
201407271350,201407271650,3,61,659,695,Brandenburg,Potsdam-Mittelmark,75.9,38.1,6,5,8.1,12,16,14,19.0,26
201407271550,201407271750,2,12,678,657,Brandenburg,Teltow-Fläming,30.7,28.4,11,10,11.3,14,20,18,21.4,26
201407280450,201407280750,3,79,650,751,Brandenburg,Havelland,55.5,37.6,5,5,7.2,10,15,14,16.5,20
201407291150,201407291250,1,11,704,671,Brandenburg,Dahme-Spreewald,28.6,24.2,15,15,18.2,22,28,28,31.6,36
201407291250,201407291350,1,38,707,659,Brandenburg,Dahme-Spreewald,59.7,29.8,13,11,15.0,19,26,22,28.2,32
201407291250,201407291350,1,10,651,784,Brandenburg,Ostprignitz-Ruppin,24.6,23.1,4,3,4.2,7,12,10,11.9,16
201407291350,201407291450,1,40,744,659,Brandenburg,Spree-Neiße,53.5,34.9,6,5,6.2,10,16,13,16.2,22
201407291250,201407291450,2,9,686,771,Brandenburg,Oberhavel,33.4,27.1,4,3,4.3,6,8,7,9.2,11
201407291150,201407291450,3,46,679,775,Brandenburg,Oberhavel,49.8,35.3,4,2,3.3,7,9,8,9.1,13
201407291450,201407291550,1,17,645,677,Brandenburg,Potsdam-Mittelmark,25.6,22.4,20,16,24.4,38,39,33,43.4,59
201407291450,201407291650,2,177,638,691,Brandenburg,Potsdam-Mittelmark,58.8,39.0,21,7,17.9,43,41,18,35.4,69
201407291350,201407291650,3,38,657,714,Brandenburg,Potsdam,43.7,34.1,15,13,17.3,23,28,25,31.2,38
201407291550,201407291750,2,11,743,741,Brandenburg,Märkisch-Oderland,37.3,31.3,7,5,6.2,7,24,17,20.3,27
201407300850,201407300950,1,11,600,818,Brandenburg,Prignitz,25.0,23.2,28,17,23.3,28,42,30,38.0,42
201407300650,201407301050,4,62,596,810,Brandenburg,Prignitz,58.0,39.5,22,10,16.1,30,35,21,28.4,44
201407291150,201407301150,24,1514,574,798,Brandenburg,Prignitz,80.1,55.1,9,4,16.3,62,21,12,33.1,92
201407301550,201407301850,3,145,738,743,Brandenburg,Märkisch-Oderland,54.2,36.5,17,6,13.7,34,29,15,23.7,49
201407302050,201407302150,1,10,729,815,Brandenburg,Uckermark,28.0,26.0,2,2,2.0,2,7,6,7.0,8
201408021650,201408021750,1,11,722,616,Brandenburg,Oberspreewald-Lausitz,27.7,24.0,0,0,0.0,0,0,0,0.0,0
201408021550,201408021750,2,13,732,645,Brandenburg,Oberspreewald-Lausitz,33.1,30.7,3,2,3.2,4,12,11,12.0,14
201408022350,201408030050,1,12,658,789,Brandenburg,Oberhavel,25.8,21.6,5,4,4.7,6,13,11,12.3,15
201408031450,201408031550,1,64,739,641,Brandenburg,Spree-Neiße,49.2,33.1,10,9,13.8,29,22,21,26.1,41
201408031350,201408031550,2,41,715,683,Brandenburg,Dahme-Spreewald,48.2,36.4,5,4,5.2,8,16,14,16.8,23
201408031550,201408031650,1,15,725,727,Brandenburg,Oder-Spree,56.5,32.3,17,11,15.7,21,35,24,33.0,44
201408031650,201408031750,1,24,703,843,Brandenburg,Uckermark,63.5,37.9,22,19,22.5,27,35,31,36.4,43
201408031450,201408031750,3,13,757,620,Brandenburg,Spree-Neiße,44.6,36.1,2,1,2.4,5,2,1,2.5,5
201408031450,201408031750,3,14,776,630,Brandenburg,Spree-Neiße,43.7,35.9,11,8,12.6,17,13,9,14.9,26
201408031450,201408031750,3,10,781,632,Brandenburg,Spree-Neiße,37.6,35.5,3,3,5.0,8,4,4,5.9,9
201408031450,201408031750,3,12,721,679,Brandenburg,Dahme-Spreewald,39.6,32.4,8,6,7.1,8,18,16,17.7,19
201408031450,201408031750,3,46,739,720,Brandenburg,Oder-Spree,73.5,47.2,10,7,10.3,14,24,19,24.4,32
201408031550,201408031850,3,9,767,655,Brandenburg,Spree-Neiße,30.6,28.3,5,4,4.6,5,15,14,15.0,16
201408031550,201408031850,3,38,733,738,Brandenburg,Märkisch-Oderland,39.5,31.3,13,3,10.9,21,27,8,22.4,39
201408031750,201408031950,2,117,697,803,Brandenburg,Uckermark,50.7,32.8,7,4,7.5,13,18,10,16.4,26
201408031650,201408031950,3,25,743,733,Brandenburg,Märkisch-Oderland,34.3,30.0,16,12,14.8,18,32,26,30.0,36
201408031550,201408031950,4,29,720,747,Brandenburg,Märkisch-Oderland,43.7,36.0,4,3,4.4,6,11,10,12.1,14
201408031650,201408032050,4,895,727,796,Brandenburg,Uckermark,104.6,45.0,2,1,5.1,25,7,3,11.9,46
201408031650,201408032050,4,73,736,817,Brandenburg,Uckermark,68.6,45.3,6,3,6.1,12,14,9,13.5,23
201408031450,201408032050,6,75,729,838,Brandenburg,Uckermark,87.7,54.1,5,3,4.8,8,12,7,10.9,15
201408040750,201408041050,3,52,698,637,Brandenburg,Elbe-Elster,46.8,35.3,3,2,7.1,15,13,11,16.8,26
201408040750,201408041150,4,28,706,652,Brandenburg,Dahme-Spreewald,59.5,41.1,10,6,11.1,16,23,18,25.2,36
201408051050,201408051250,2,15,609,724,Brandenburg,Havelland,41.1,35.4,8,7,8.2,9,23,21,24.1,27
201408051050,201408051250,2,26,605,731,Brandenburg,Havelland,51.9,37.8,6,6,6.3,7,20,19,20.2,22
201408051250,201408051350,1,14,574,792,Brandenburg,Prignitz,28.7,25.1,31,22,26.1,31,63,45,53.7,63
201408051150,201408051350,2,20,570,799,Brandenburg,Prignitz,36.0,28.4,38,36,38.9,44,67,63,68.9,76
201408050950,201408051350,4,35,612,709,Brandenburg,Potsdam-Mittelmark,82.2,53.8,9,7,8.5,11,24,22,23.7,29
201408021450,201408051450,72,669,751,648,Brandenburg,Cottbus,127.9,80.1,2,1,4.9,24,9,8,14.5,49
201408051450,201408051550,1,16,756,627,Brandenburg,Spree-Neiße,27.9,24.8,48,19,35.3,49,78,23,56.4,79
201408051350,201408051550,2,14,708,683,Brandenburg,Dahme-Spreewald,39.9,32.8,19,15,17.6,24,31,26,29.8,36
201408051450,201408051650,2,10,732,674,Brandenburg,Dahme-Spreewald,35.8,29.8,25,23,26.0,33,38,35,40.2,49
201408071150,201408071250,1,33,734,623,Brandenburg,Oberspreewald-Lausitz,36.2,23.8,16,13,16.3,19,31,28,31.5,35
201408071450,201408071550,1,21,693,782,Brandenburg,Barnim,33.8,25.3,5,5,6.2,9,11,10,13.9,20
201408151550,201408151650,1,12,728,643,Brandenburg,Oberspreewald-Lausitz,35.1,25.7,11,9,10.3,12,26,18,22.8,29
201408151650,201408151950,3,22,686,662,Brandenburg,Teltow-Fläming,40.6,33.9,9,7,9.1,10,23,20,24.5,28
201408291350,201408291450,1,17,731,653,Brandenburg,Oberspreewald-Lausitz,34.8,28.5,7,6,6.7,7,17,15,16.4,18
201408291450,201408291750,3,9,717,603,Brandenburg,Oberspreewald-Lausitz,32.0,28.9,7,7,7.0,7,14,14,14.7,15
201408310850,201408311150,3,28,732,681,Brandenburg,Dahme-Spreewald,42.9,32.5,6,4,7.2,11,15,11,15.9,20
201408311550,201408311850,3,16,604,801,Brandenburg,Ostprignitz-Ruppin,53.7,38.7,9,7,8.1,9,15,14,14.1,15
201409061450,201409061550,1,18,693,640,Brandenburg,Elbe-Elster,55.1,32.6,5,4,5.1,6,13,12,13.2,15
201409061650,201409061750,1,40,636,701,Brandenburg,Potsdam-Mittelmark,46.8,30.3,2,2,2.1,3,8,7,7.8,8
