station,departure_plan_datetime,category,long,lat,arrival_delay_m,departure_delay_m,departure_plan_hour,date,hour,day_of_week,state,city,temperature,rained
Berlin-Lichterfelde Ost,2024-06-26 07:00:00,3.0,13.328556,52.429451,0.0,0.3333333333333333,7.0,2024-06-26,7,2,Berlin,Berlin,23.5,False
Berlin-Lichterfelde Ost,2024-06-26 08:00:00,3.0,13.328556,52.429451,0.0,0.25,8.0,2024-06-26,8,2,Berlin,Berlin,25.700000000000003,False
Berlin-Lichterfelde Ost,2024-06-26 09:00:00,3.0,13.328556,52.429451,1.0,1.1666666666666667,9.0,2024-06-26,9,2,Berlin,Berlin,27.5,False
Berlin-Lichterfelde Ost,2024-06-26 10:00:00,3.0,13.328556,52.429451,0.0,0.3333333333333333,10.0,2024-06-26,10,2,Berlin,Berlin,28.549999999999997,False
Berlin-Lichterfelde Ost,2024-06-26 11:00:00,3.0,13.328556,52.429451,0.0,0.3333333333333333,11.0,2024-06-26,11,2,Berlin,Berlin,28.95,False
Berlin-Lichterfelde Ost,2024-06-26 12:00:00,3.0,13.328556,52.429451,2.0,2.25,12.0,2024-06-26,12,2,Berlin,Berlin,29.9,False
Berlin-Lichterfelde Ost,2024-06-26 13:00:00,3.0,13.328556,52.429451,1.0,1.1666666666666667,13.0,2024-06-26,13,2,Berlin,Berlin,30.450000000000003,False
Berlin-Lichterfelde Ost,2024-06-26 14:00:00,3.0,13.328556,52.42945099999999,1.0,1.8,14.0,2024-06-26,14,2,Berlin,Berlin,30.75,False
Berlin-Lichterfelde Ost,2024-06-26 15:00:00,3.0,13.328556,52.429451,2.0,2.333333333333333,15.0,2024-06-26,15,2,Berlin,Berlin,31.2,False
Berlin-Lichterfelde Ost,2024-06-26 16:00:00,3.0,13.328556,52.429451,1.0,1.6666666666666667,16.0,2024-06-26,16,2,Berlin,Berlin,30.65,False
Berlin-Lichterfelde Ost,2024-06-26 17:00:00,3.0,13.328556,52.42945099999999,5.0,4.785714285714286,17.0,2024-06-26,17,2,Berlin,Berlin,29.55,False
Berlin-Lichterfelde Ost,2024-06-26 18:00:00,3.0,13.328556,52.42945099999999,0.0,1.0,18.0,2024-06-26,18,2,Berlin,Berlin,28.45,False
Berlin-Lichterfelde Ost,2024-06-26 19:00:00,3.0,13.328556,52.42945100000001,3.0,3.0,19.0,2024-06-26,19,2,Berlin,Berlin,27.0,False
Berlin-Lichterfelde Ost,2024-06-26 20:00:00,3.0,13.328556,52.429451,0.0,0.5,20.0,2024-06-26,20,2,Berlin,Berlin,25.4,False
Berlin-Lichterfelde Ost,2024-06-26 21:00:00,3.0,13.328556,52.429451,0.0,0.0,21.0,2024-06-26,21,2,Berlin,Berlin,24.25,False
Berlin-Lichterfelde Ost,2024-06-26 22:00:00,3.0,13.328556,52.429451,0.0,0.0,22.0,2024-06-26,22,2,Berlin,Berlin,23.3,False
Berlin-Lichterfelde Ost,2024-06-26 23:00:00,3.0,13.328556,52.429451,0.0,0.0,23.0,2024-06-26,23,2,Berlin,Berlin,22.450000000000003,False
Berlin-Lichterfelde Ost,2024-06-27 00:00:00,3.0,13.328556,52.429451,0.0,1.0,0.0,2024-06-27,0,3,Berlin,Berlin,21.6,False
Berlin-Lichterfelde Ost,2024-06-27 05:00:00,3.0,13.328556,52.42945099999999,0.0,0.2,5.0,2024-06-27,5,3,Berlin,Berlin,22.15,False
Berlin-Lichterfelde Ost,2024-06-27 06:00:00,3.0,13.328556,52.42945099999999,1.0,1.2,6.0,2024-06-27,6,3,Berlin,Berlin,23.3,False
Berlin-Lichterfelde Ost,2024-06-27 07:00:00,3.0,13.328556,52.429451,0.0,0.3333333333333333,7.0,2024-06-27,7,3,Berlin,Berlin,24.200000000000003,False
Berlin-Lichterfelde Ost,2024-06-27 08:00:00,3.0,13.328556,52.429451,0.0,0.25,8.0,2024-06-27,8,3,Berlin,Berlin,24.35,False
Berlin-Lichterfelde Ost,2024-06-27 09:00:00,3.0,13.328556,52.429451,1.0,1.1666666666666667,9.0,2024-06-27,9,3,Berlin,Berlin,23.75,True
Berlin-Lichterfelde Ost,2024-06-27 10:00:00,3.0,13.328556,52.429451,3.0,2.6666666666666665,10.0,2024-06-27,10,3,Berlin,Berlin,24.25,True
Berlin-Lichterfelde Ost,2024-06-27 11:00:00,3.0,13.328556,52.42945100000001,1.0,0.5714285714285714,11.0,2024-06-27,11,3,Berlin,Berlin,26.6,True
Berlin-Lichterfelde Ost,2024-06-27 12:00:00,3.0,13.328556,52.429451,2.0,2.25,12.0,2024-06-27,12,3,Berlin,Berlin,27.950000000000003,False
Berlin-Lichterfelde Ost,2024-06-27 13:00:00,3.0,13.328556,52.429451,1.0,1.0,13.0,2024-06-27,13,3,Berlin,Berlin,29.35,False
Berlin-Lichterfelde Ost,2024-06-27 14:00:00,3.0,13.328556,52.42945099999999,1.0,1.4,14.0,2024-06-27,14,3,Berlin,Berlin,30.35,False
Berlin-Lichterfelde Ost,2024-06-27 15:00:00,3.0,13.328556,52.429451,5.0,4.785714285714286,15.0,2024-06-27,15,3,Berlin,Berlin,30.35,False
Berlin-Lichterfelde West,2024-06-23 13:00:00,4.0,13.293732,52.44335,0.0,0.25,13.0,2024-06-23,13,6,Berlin,Berlin,21.299999999999997,False
Berlin-Lichterfelde West,2024-06-23 14:00:00,4.0,13.293732,52.44335,0.0,0.0,14.0,2024-06-23,14,6,Berlin,Berlin,21.9,False
Berlin-Lichterfelde West,2024-06-23 15:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,15.0,2024-06-23,15,6,Berlin,Berlin,22.4,False
Berlin-Lichterfelde West,2024-06-23 16:00:00,4.0,13.293732,52.44335,0.0,0.5,16.0,2024-06-23,16,6,Berlin,Berlin,21.95,False
Berlin-Lichterfelde West,2024-06-23 17:00:00,4.0,13.293732,52.44335,0.0,0.25,17.0,2024-06-23,17,6,Berlin,Berlin,21.2,False
Berlin-Lichterfelde West,2024-06-23 18:00:00,4.0,13.293732,52.44335,0.0,0.6666666666666666,18.0,2024-06-23,18,6,Berlin,Berlin,20.4,False
Berlin-Lichterfelde West,2024-06-23 19:00:00,4.0,13.293732,52.44335,0.0,0.25,19.0,2024-06-23,19,6,Berlin,Berlin,19.35,False
Berlin-Lichterfelde West,2024-06-23 20:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,20.0,2024-06-23,20,6,Berlin,Berlin,17.85,False
Berlin-Lichterfelde West,2024-06-23 21:00:00,4.0,13.293732,52.44335,0.0,0.5833333333333334,21.0,2024-06-23,21,6,Berlin,Berlin,16.5,False
Berlin-Lichterfelde West,2024-06-23 22:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,22.0,2024-06-23,22,6,Berlin,Berlin,15.3,False
Berlin-Lichterfelde West,2024-06-23 23:00:00,4.0,13.293732,52.44335,0.0,0.0,23.0,2024-06-23,23,6,Berlin,Berlin,13.95,False
Berlin-Lichterfelde West,2024-06-24 00:00:00,4.0,13.293732,52.44335,0.0,0.0,0.0,2024-06-24,0,0,Berlin,Berlin,13.100000000000001,False
Berlin-Lichterfelde West,2024-06-24 01:00:00,4.0,13.293732,52.44335,2.0,1.6666666666666667,1.0,2024-06-24,1,0,Berlin,Berlin,12.75,False
Berlin-Lichterfelde West,2024-06-24 02:00:00,4.0,13.293732,52.44335,2.0,1.5,2.0,2024-06-24,2,0,Berlin,Berlin,12.7,False
Berlin-Lichterfelde West,2024-06-24 04:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,4.0,2024-06-24,4,0,Berlin,Berlin,13.35,False
Berlin-Lichterfelde West,2024-06-24 05:00:00,4.0,13.293732,52.44335,0.0,0.0,5.0,2024-06-24,5,0,Berlin,Berlin,15.65,False
Berlin-Lichterfelde West,2024-06-24 06:00:00,4.0,13.293732000000002,52.44335,0.0,0.1538461538461538,6.0,2024-06-24,6,0,Berlin,Berlin,18.0,False
Berlin-Lichterfelde West,2024-06-24 07:00:00,4.0,13.293732,52.44335,0.0,0.0909090909090909,7.0,2024-06-24,7,0,Berlin,Berlin,19.4,False
Berlin-Lichterfelde West,2024-06-24 08:00:00,4.0,13.293732,52.44335,0.0,0.5,8.0,2024-06-24,8,0,Berlin,Berlin,20.3,False
Berlin-Lichterfelde West,2024-06-24 09:00:00,4.0,13.293732,52.44335,0.0,0.2272727272727272,9.0,2024-06-24,9,0,Berlin,Berlin,20.45,False
Berlin-Lichterfelde West,2024-06-24 10:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,10.0,2024-06-24,10,0,Berlin,Berlin,20.85,False
Berlin-Lichterfelde West,2024-06-24 11:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,11.0,2024-06-24,11,0,Berlin,Berlin,21.85,False
Berlin-Lichterfelde West,2024-06-24 12:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,12.0,2024-06-24,12,0,Berlin,Berlin,22.75,False
Berlin-Lichterfelde West,2024-06-24 13:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,13.0,2024-06-24,13,0,Berlin,Berlin,23.6,False
Berlin-Lichterfelde West,2024-06-24 14:00:00,4.0,13.293732,52.44335,0.0,0.0714285714285714,14.0,2024-06-24,14,0,Berlin,Berlin,24.4,False
Berlin-Lichterfelde West,2024-06-24 15:00:00,4.0,13.293732,52.44335,0.0,0.25,15.0,2024-06-24,15,0,Berlin,Berlin,24.299999999999997,False
Berlin-Lichterfelde West,2024-06-24 19:00:00,4.0,13.293732,52.44335,0.0,0.0666666666666666,19.0,2024-06-24,19,0,Berlin,Berlin,20.3,False
Berlin-Lichterfelde West,2024-06-24 20:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,20.0,2024-06-24,20,0,Berlin,Berlin,18.05,False
Berlin-Lichterfelde West,2024-06-24 21:00:00,4.0,13.293732,52.44335,0.0,0.0,21.0,2024-06-24,21,0,Berlin,Berlin,16.5,False
Berlin-Lichterfelde West,2024-06-24 22:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,22.0,2024-06-24,22,0,Berlin,Berlin,15.55,False
Berlin-Lichterfelde West,2024-06-24 23:00:00,4.0,13.293732,52.44335,0.0,0.0,23.0,2024-06-24,23,0,Berlin,Berlin,14.95,False
Berlin-Lichterfelde West,2024-06-25 00:00:00,4.0,13.293732,52.44335,0.0,0.0,0.0,2024-06-25,0,1,Berlin,Berlin,14.5,False
Berlin-Lichterfelde West,2024-06-25 01:00:00,4.0,13.293732,52.44335,0.0,0.0,1.0,2024-06-25,1,1,Berlin,Berlin,14.350000000000001,False
Berlin-Lichterfelde West,2024-06-25 04:00:00,4.0,13.293732,52.44335,0.0,0.0,4.0,2024-06-25,4,1,Berlin,Berlin,14.899999999999999,False
Berlin-Lichterfelde West,2024-06-25 05:00:00,4.0,13.293732,52.44335,0.0,0.0,5.0,2024-06-25,5,1,Berlin,Berlin,16.6,False
Berlin-Lichterfelde West,2024-06-25 06:00:00,4.0,13.293732000000002,52.44335,0.0,0.0769230769230769,6.0,2024-06-25,6,1,Berlin,Berlin,19.25,False
Berlin-Lichterfelde West,2024-06-25 07:00:00,4.0,13.293732,52.44335,0.0,0.0,7.0,2024-06-25,7,1,Berlin,Berlin,21.75,False
Berlin-Lichterfelde West,2024-06-25 08:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,8.0,2024-06-25,8,1,Berlin,Berlin,23.35,False
Berlin-Lichterfelde West,2024-06-25 09:00:00,4.0,13.293732,52.44335,0.0,0.0909090909090909,9.0,2024-06-25,9,1,Berlin,Berlin,24.200000000000003,False
Berlin-Lichterfelde West,2024-06-25 10:00:00,4.0,13.293732,52.44335,0.0,0.25,10.0,2024-06-25,10,1,Berlin,Berlin,24.85,False
Berlin-Lichterfelde West,2024-06-25 11:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,11.0,2024-06-25,11,1,Berlin,Berlin,25.549999999999997,False
Berlin-Lichterfelde West,2024-06-25 12:00:00,4.0,13.293732,52.44335,0.0,0.0,12.0,2024-06-25,12,1,Berlin,Berlin,26.049999999999997,False
Berlin-Lichterfelde West,2024-06-25 13:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,13.0,2024-06-25,13,1,Berlin,Berlin,26.45,False
Berlin-Lichterfelde West,2024-06-25 14:00:00,4.0,13.293732,52.44335,0.0,0.0,14.0,2024-06-25,14,1,Berlin,Berlin,26.6,False
Berlin-Lichterfelde West,2024-06-25 15:00:00,4.0,13.293732,52.44335,0.0,0.1111111111111111,15.0,2024-06-25,15,1,Berlin,Berlin,26.2,False
Berlin-Lichterfelde West,2024-06-25 16:00:00,4.0,13.293732,52.44335,0.0,0.2222222222222222,16.0,2024-06-25,16,1,Berlin,Berlin,25.5,False
Berlin-Lichterfelde West,2024-06-25 17:00:00,4.0,13.293732,52.44335,0.0,0.0,17.0,2024-06-25,17,1,Berlin,Berlin,24.450000000000003,False
Berlin-Lichterfelde West,2024-06-25 18:00:00,4.0,13.293732,52.44335,0.0,0.2777777777777778,18.0,2024-06-25,18,1,Berlin,Berlin,23.1,False
Berlin-Lichterfelde West,2024-06-25 19:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,19.0,2024-06-25,19,1,Berlin,Berlin,22.0,False
Berlin-Lichterfelde West,2024-06-25 20:00:00,4.0,13.293732,52.44335,1.0,0.6111111111111112,20.0,2024-06-25,20,1,Berlin,Berlin,20.75,False
Berlin-Lichterfelde West,2024-06-25 21:00:00,4.0,13.293732000000002,52.44335,0.0,0.1538461538461538,21.0,2024-06-25,21,1,Berlin,Berlin,20.05,False
Berlin-Lichterfelde West,2024-06-25 22:00:00,4.0,13.293732,52.44335,0.0,0.5833333333333334,22.0,2024-06-25,22,1,Berlin,Berlin,19.7,False
Berlin-Lichterfelde West,2024-06-25 23:00:00,4.0,13.293732,52.44335,1.0,1.4,23.0,2024-06-25,23,1,Berlin,Berlin,18.95,False
Berlin-Lichterfelde West,2024-06-26 00:00:00,4.0,13.293732,52.44335,2.0,2.1666666666666665,0.0,2024-06-26,0,2,Berlin,Berlin,18.35,False
Berlin-Lichterfelde West,2024-06-26 01:00:00,4.0,13.293732,52.44335,2.0,1.8333333333333333,1.0,2024-06-26,1,2,Berlin,Berlin,17.799999999999997,False
Berlin-Lichterfelde West,2024-06-26 02:00:00,4.0,13.293732,52.44335,3.0,3.0,2.0,2024-06-26,2,2,Berlin,Berlin,17.1,False
Berlin-Lichterfelde West,2024-06-26 04:00:00,4.0,13.293732,52.44335,0.0,0.0,4.0,2024-06-26,4,2,Berlin,Berlin,17.700000000000003,False
Berlin-Lichterfelde West,2024-06-26 05:00:00,4.0,13.293732,52.44335,0.0,0.0909090909090909,5.0,2024-06-26,5,2,Berlin,Berlin,18.950000000000003,False
Berlin-Lichterfelde West,2024-06-26 06:00:00,4.0,13.293732000000002,52.44335,0.0,0.3076923076923077,6.0,2024-06-26,6,2,Berlin,Berlin,21.0,False
Berlin-Lichterfelde West,2024-06-26 07:00:00,4.0,13.293732,52.44335,0.0,0.0909090909090909,7.0,2024-06-26,7,2,Berlin,Berlin,23.5,False
Berlin-Lichterfelde West,2024-06-26 08:00:00,4.0,13.293732,52.44335,0.0,0.0416666666666666,8.0,2024-06-26,8,2,Berlin,Berlin,25.700000000000003,False
Berlin-Lichterfelde West,2024-06-26 09:00:00,4.0,13.293732,52.44335,0.0,0.1818181818181818,9.0,2024-06-26,9,2,Berlin,Berlin,27.5,False
Berlin-Lichterfelde West,2024-06-26 10:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,10.0,2024-06-26,10,2,Berlin,Berlin,28.549999999999997,False
Berlin-Lichterfelde West,2024-06-26 11:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,11.0,2024-06-26,11,2,Berlin,Berlin,28.95,False
Berlin-Lichterfelde West,2024-06-26 12:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,12.0,2024-06-26,12,2,Berlin,Berlin,29.9,False
Berlin-Lichterfelde West,2024-06-26 13:00:00,4.0,13.293732,52.44335,0.0,0.0,13.0,2024-06-26,13,2,Berlin,Berlin,30.450000000000003,False
Berlin-Lichterfelde West,2024-06-26 14:00:00,4.0,13.293732,52.44335,0.0,0.0714285714285714,14.0,2024-06-26,14,2,Berlin,Berlin,30.75,False
Berlin-Lichterfelde West,2024-06-26 15:00:00,4.0,13.293732,52.44335,0.0,0.4166666666666667,15.0,2024-06-26,15,2,Berlin,Berlin,31.2,False
Berlin-Lichterfelde West,2024-06-26 16:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,16.0,2024-06-26,16,2,Berlin,Berlin,30.65,False
Berlin-Lichterfelde West,2024-06-26 17:00:00,4.0,13.293732,52.44335,0.0,0.25,17.0,2024-06-26,17,2,Berlin,Berlin,29.55,False
Berlin-Lichterfelde West,2024-06-26 18:00:00,4.0,13.293732,52.44335,1.0,0.6666666666666666,18.0,2024-06-26,18,2,Berlin,Berlin,28.45,False
Berlin-Lichterfelde West,2024-06-26 19:00:00,4.0,13.293732,52.44335,1.0,1.4666666666666666,19.0,2024-06-26,19,2,Berlin,Berlin,27.0,False
Berlin-Lichterfelde West,2024-06-26 20:00:00,4.0,13.293732,52.44335,0.0,0.0,20.0,2024-06-26,20,2,Berlin,Berlin,25.4,False
Berlin-Lichterfelde West,2024-06-26 21:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,21.0,2024-06-26,21,2,Berlin,Berlin,24.25,False
Berlin-Lichterfelde West,2024-06-26 22:00:00,4.0,13.293732,52.44335,0.0,0.3333333333333333,22.0,2024-06-26,22,2,Berlin,Berlin,23.3,False
Berlin-Lichterfelde West,2024-06-26 23:00:00,4.0,13.293732,52.44335,0.0,0.1,23.0,2024-06-26,23,2,Berlin,Berlin,22.450000000000003,False
Berlin-Lichterfelde West,2024-06-27 00:00:00,4.0,13.293732,52.44335,0.0,0.6666666666666666,0.0,2024-06-27,0,3,Berlin,Berlin,21.6,False
Berlin-Lichterfelde West,2024-06-27 01:00:00,4.0,13.293732,52.44335,0.0,0.0,1.0,2024-06-27,1,3,Berlin,Berlin,21.15,False
Berlin-Lichterfelde West,2024-06-27 04:00:00,4.0,13.293732,52.44335,0.0,0.0,4.0,2024-06-27,4,3,Berlin,Berlin,21.55,False
Berlin-Lichterfelde West,2024-06-27 05:00:00,4.0,13.293732,52.44335,0.0,0.2727272727272727,5.0,2024-06-27,5,3,Berlin,Berlin,22.15,False
Berlin-Lichterfelde West,2024-06-27 06:00:00,4.0,13.293732000000002,52.44335,0.0,0.3076923076923077,6.0,2024-06-27,6,3,Berlin,Berlin,23.3,False
Berlin-Lichterfelde West,2024-06-27 07:00:00,4.0,13.293732,52.44335,0.0,0.0909090909090909,7.0,2024-06-27,7,3,Berlin,Berlin,24.200000000000003,False
Berlin-Lichterfelde West,2024-06-27 08:00:00,4.0,13.293732,52.44335,0.0,0.125,8.0,2024-06-27,8,3,Berlin,Berlin,24.35,False
Berlin-Lichterfelde West,2024-06-27 09:00:00,4.0,13.293732,52.44335,0.0,0.1363636363636363,9.0,2024-06-27,9,3,Berlin,Berlin,23.75,True
Berlin-Lichterfelde West,2024-06-27 10:00:00,4.0,13.293732,52.44335,0.0,0.0,10.0,2024-06-27,10,3,Berlin,Berlin,24.25,True
Berlin-Lichterfelde West,2024-06-27 11:00:00,4.0,13.293732,52.44335,0.0,0.1666666666666666,11.0,2024-06-27,11,3,Berlin,Berlin,26.6,True
Berlin-Lichterfelde West,2024-06-27 12:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,12.0,2024-06-27,12,3,Berlin,Berlin,27.950000000000003,False
Berlin-Lichterfelde West,2024-06-27 13:00:00,4.0,13.293732,52.44335,0.0,0.0,13.0,2024-06-27,13,3,Berlin,Berlin,29.35,False
Berlin-Lichterfelde West,2024-06-27 14:00:00,4.0,13.293732,52.44335,0.0,0.0,14.0,2024-06-27,14,3,Berlin,Berlin,30.35,False
Berlin-Lichterfelde West,2024-06-27 15:00:00,4.0,13.293732,52.44335,0.0,0.0833333333333333,15.0,2024-06-27,15,3,Berlin,Berlin,30.35,False
Berlin-Mahlsdorf,2024-06-23 13:00:00,3.0,13.611417,52.512107,2.0,1.5,13.0,2024-06-23,13,6,Berlin,Berlin,22.0,False
Berlin-Mahlsdorf,2024-06-23 14:00:00,3.0,13.611417,52.512107,2.0,1.0,14.0,2024-06-23,14,6,Berlin,Berlin,21.8,False
Berlin-Mahlsdorf,2024-06-23 15:00:00,3.0,13.611417,52.512107,1.0,0.5,15.0,2024-06-23,15,6,Berlin,Berlin,22.15,False
Berlin-Mahlsdorf,2024-06-23 16:00:00,3.0,13.611417,52.512107,0.0,0.5,16.0,2024-06-23,16,6,Berlin,Berlin,21.9,False
Berlin-Mahlsdorf,2024-06-23 17:00:00,3.0,13.611417,52.512107,4.0,3.0,17.0,2024-06-23,17,6,Berlin,Berlin,21.35,False
Berlin-Mahlsdorf,2024-06-23 18:00:00,3.0,13.611417,52.512107,0.0,0.0,18.0,2024-06-23,18,6,Berlin,Berlin,20.75,False
Berlin-Mahlsdorf,2024-06-23 19:00:00,3.0,13.611417,52.512107,1.0,1.0,19.0,2024-06-23,19,6,Berlin,Berlin,19.85,False
Berlin-Mahlsdorf,2024-06-23 20:00:00,3.0,13.611417,52.512107,2.0,1.5,20.0,2024-06-23,20,6,Berlin,Berlin,18.65,False
Berlin-Mahlsdorf,2024-06-23 21:00:00,3.0,13.611417,52.512107,0.0,0.5,21.0,2024-06-23,21,6,Berlin,Berlin,18.15,False
Berlin-Mahlsdorf,2024-06-23 22:00:00,3.0,13.611417,52.512107,0.0,0.0,22.0,2024-06-23,22,6,Berlin,Berlin,17.35,False
Berlin-Mahlsdorf,2024-06-23 23:00:00,3.0,13.611417,52.512107,0.0,0.0,23.0,2024-06-23,23,6,Berlin,Berlin,15.75,False
Berlin-Mahlsdorf,2024-06-24 05:00:00,3.0,13.611417,52.512107,0.0,0.0,5.0,2024-06-24,5,0,Berlin,Berlin,17.35,False
Berlin-Mahlsdorf,2024-06-24 06:00:00,3.0,13.611417,52.512107,1.0,1.0,6.0,2024-06-24,6,0,Berlin,Berlin,18.950000000000003,False
Berlin-Mahlsdorf,2024-06-24 07:00:00,3.0,13.611417,52.512107,0.0,0.5,7.0,2024-06-24,7,0,Berlin,Berlin,20.05,False
Berlin-Mahlsdorf,2024-06-24 08:00:00,3.0,13.611417,52.512107,1.0,0.5,8.0,2024-06-24,8,0,Berlin,Berlin,20.8,False
Berlin-Mahlsdorf,2024-06-24 09:00:00,3.0,13.611417,52.512107,1.0,1.0,9.0,2024-06-24,9,0,Berlin,Berlin,21.55,False
Berlin-Mahlsdorf,2024-06-24 10:00:00,3.0,13.611417,52.512107,2.0,1.5,10.0,2024-06-24,10,0,Berlin,Berlin,22.0,False
Berlin-Mahlsdorf,2024-06-24 11:00:00,3.0,13.611417,52.512107,1.0,1.0,11.0,2024-06-24,11,0,Berlin,Berlin,22.55,False
Berlin-Mahlsdorf,2024-06-24 12:00:00,3.0,13.611417,52.512107,1.0,1.0,12.0,2024-06-24,12,0,Berlin,Berlin,23.6,False
Berlin-Mahlsdorf,2024-06-24 13:00:00,3.0,13.611417,52.512107,1.0,1.0,13.0,2024-06-24,13,0,Berlin,Berlin,24.35,False
Berlin-Mahlsdorf,2024-06-24 14:00:00,3.0,13.611417,52.512107,0.0,0.5,14.0,2024-06-24,14,0,Berlin,Berlin,24.700000000000003,False
Berlin-Mahlsdorf,2024-06-24 15:00:00,3.0,13.611417,52.512107,1.0,1.0,15.0,2024-06-24,15,0,Berlin,Berlin,24.4,False
Berlin-Mahlsdorf,2024-06-24 19:00:00,3.0,13.611417,52.512107,1.0,1.0,19.0,2024-06-24,19,0,Berlin,Berlin,21.35,False
Berlin-Mahlsdorf,2024-06-24 20:00:00,3.0,13.611417,52.512107,0.0,0.0,20.0,2024-06-24,20,0,Berlin,Berlin,19.450000000000003,False
Berlin-Mahlsdorf,2024-06-24 21:00:00,3.0,13.611417,52.512107,0.0,0.0,21.0,2024-06-24,21,0,Berlin,Berlin,18.3,False
Berlin-Mahlsdorf,2024-06-24 22:00:00,3.0,13.611417,52.512107,0.0,0.5,22.0,2024-06-24,22,0,Berlin,Berlin,17.1,False
Berlin-Mahlsdorf,2024-06-24 23:00:00,3.0,13.611417,52.512107,1.0,1.0,23.0,2024-06-24,23,0,Berlin,Berlin,16.15,False
Berlin-Mahlsdorf,2024-06-25 05:00:00,3.0,13.611417,52.512107,0.0,0.0,5.0,2024-06-25,5,1,Berlin,Berlin,18.05,False
Berlin-Mahlsdorf,2024-06-25 06:00:00,3.0,13.611417,52.512107,2.0,1.5,6.0,2024-06-25,6,1,Berlin,Berlin,20.15,False
Berlin-Mahlsdorf,2024-06-25 07:00:00,3.0,13.611417,52.512107,2.0,1.5,7.0,2024-06-25,7,1,Berlin,Berlin,22.3,False
Berlin-Mahlsdorf,2024-06-25 08:00:00,3.0,13.611417,52.512107,0.0,0.5,8.0,2024-06-25,8,1,Berlin,Berlin,23.35,False
Berlin-Mahlsdorf,2024-06-25 09:00:00,3.0,13.611417,52.512107,0.0,0.5,9.0,2024-06-25,9,1,Berlin,Berlin,23.799999999999997,False
Berlin-Mahlsdorf,2024-06-25 10:00:00,3.0,13.611417,52.512107,0.0,0.0,10.0,2024-06-25,10,1,Berlin,Berlin,24.299999999999997,False
Berlin-Mahlsdorf,2024-06-25 11:00:00,3.0,13.611417,52.512107,0.0,0.0,11.0,2024-06-25,11,1,Berlin,Berlin,24.95,False
Berlin-Mahlsdorf,2024-06-25 12:00:00,3.0,13.611417,52.512107,2.0,1.0,12.0,2024-06-25,12,1,Berlin,Berlin,25.4,False
Berlin-Mahlsdorf,2024-06-25 13:00:00,3.0,13.611417,52.512107,0.0,0.5,13.0,2024-06-25,13,1,Berlin,Berlin,26.15,False
Berlin-Mahlsdorf,2024-06-25 14:00:00,3.0,13.611417,52.512107,0.0,0.5,14.0,2024-06-25,14,1,Berlin,Berlin,26.5,False
Berlin-Mahlsdorf,2024-06-25 15:00:00,3.0,13.611417,52.512107,0.0,0.0,15.0,2024-06-25,15,1,Berlin,Berlin,25.45,False
Berlin-Mahlsdorf,2024-06-25 16:00:00,3.0,13.611417,52.512107,0.0,0.0,16.0,2024-06-25,16,1,Berlin,Berlin,24.65,False
Berlin-Mahlsdorf,2024-06-25 17:00:00,3.0,13.611417,52.512107,2.0,1.5,17.0,2024-06-25,17,1,Berlin,Berlin,24.2,False
Berlin-Mahlsdorf,2024-06-25 18:00:00,3.0,13.611417,52.512107,0.0,0.5,18.0,2024-06-25,18,1,Berlin,Berlin,23.55,False
Berlin-Mahlsdorf,2024-06-25 19:00:00,3.0,13.611417,52.512107,0.0,0.5,19.0,2024-06-25,19,1,Berlin,Berlin,22.3,False
Berlin-Mahlsdorf,2024-06-25 20:00:00,3.0,13.611417,52.512107,2.0,2.0,20.0,2024-06-25,20,1,Berlin,Berlin,21.1,False
Berlin-Mahlsdorf,2024-06-25 21:00:00,3.0,13.611417,52.512107,0.0,0.0,21.0,2024-06-25,21,1,Berlin,Berlin,20.2,False
Berlin-Mahlsdorf,2024-06-25 22:00:00,3.0,13.611417,52.512107,0.0,0.0,22.0,2024-06-25,22,1,Berlin,Berlin,19.25,False
Berlin-Mahlsdorf,2024-06-25 23:00:00,3.0,13.611417,52.512107,0.0,0.0,23.0,2024-06-25,23,1,Berlin,Berlin,19.05,False
Berlin-Mahlsdorf,2024-06-26 05:00:00,3.0,13.611417,52.512107,0.0,0.0,5.0,2024-06-26,5,2,Berlin,Berlin,20.1,False
Berlin-Mahlsdorf,2024-06-26 06:00:00,3.0,13.611417,52.512107,0.0,0.5,6.0,2024-06-26,6,2,Berlin,Berlin,22.25,False
